# The list of all links between articles.
# Article names are URL-encoded; e.g., in Java they can be decoded using java.net.URLDecoder.decode(articleName, "UTF-8").
# FORMAT:   linkSource   linkTarget
#
# When publishing on this data set, please cite:
# (1) Robert West and Jure Leskovec:
#     Human Wayfinding in Information Networks.
#     21st International World Wide Web Conference (WWW), 2012.
# (2) Robert West, Joelle Pineau, and Doina Precup:
#     Wikispeedia: An Online Game for Inferring Semantic Distances between Concepts.
#     21st International Joint Conference on Artificial Intelligence (IJCAI), 2009.

%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Bede
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Columba
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	D%C3%A1l_Riata
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Great_Britain
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Ireland
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Isle_of_Man
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Monarchy
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Orkney
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Picts
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Scotland
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Wales
%C3%85land	20th_century
%C3%85land	Baltic_Sea
%C3%85land	Crimean_War
%C3%85land	Currency
%C3%85land	Euro
%C3%85land	European_Union
%C3%85land	Finland
%C3%85land	League_of_Nations
%C3%85land	List_of_countries_by_system_of_government
%C3%85land	Nationality
%C3%85land	Parliamentary_system
%C3%85land	Police
%C3%85land	Russia
%C3%85land	Stockholm
%C3%85land	Sweden
%C3%85land	Time_zone
%C3%85land	Tourism
%C3%85land	United_Kingdom
%C3%85land	World_War_II
%C3%89douard_Manet	Absinthe
%C3%89douard_Manet	Beer
%C3%89douard_Manet	Claude_Monet
%C3%89douard_Manet	Diego_Vel%C3%A1zquez
%C3%89douard_Manet	Edgar_Allan_Poe
%C3%89douard_Manet	France
%C3%89douard_Manet	Francisco_Goya
%C3%89douard_Manet	Germany
%C3%89douard_Manet	Impressionism
%C3%89douard_Manet	Italy
%C3%89douard_Manet	Landscape
%C3%89douard_Manet	Netherlands
%C3%89douard_Manet	Painting
%C3%89douard_Manet	Paris
%C3%89douard_Manet	Photography
%C3%89douard_Manet	Raphael
%C3%89douard_Manet	Renaissance
%C3%89douard_Manet	Sweden
%C3%89douard_Manet	United_States_dollar
%C3%89douard_Manet	Washington%2C_D.C.
%C3%89ire	Canada
%C3%89ire	English_language
%C3%89ire	George_VI_of_the_United_Kingdom
%C3%89ire	Ireland
%C3%89ire	Northern_Ireland
%C3%89ire	Ottawa
%C3%89ire	Republic_of_Ireland
%C3%89ire	United_Kingdom
%C3%93engus_I_of_the_Picts	D%C3%A1l_Riata
%C3%93engus_I_of_the_Picts	Durham
%C3%93engus_I_of_the_Picts	England
%C3%93engus_I_of_the_Picts	Great_Britain
%C3%93engus_I_of_the_Picts	Ireland
%C3%93engus_I_of_the_Picts	Lion
%C3%93engus_I_of_the_Picts	Mercia
%C3%93engus_I_of_the_Picts	Scotland
%C3%93engus_I_of_the_Picts	Viking
%C3%93engus_I_of_the_Picts	York
%E2%82%AC2_commemorative_coins	Athens
%E2%82%AC2_commemorative_coins	Atlantic_Ocean
%E2%82%AC2_commemorative_coins	Austria
%E2%82%AC2_commemorative_coins	Belgium
%E2%82%AC2_commemorative_coins	Berlin
%E2%82%AC2_commemorative_coins	Brussels
%E2%82%AC2_commemorative_coins	Cathedral_of_Magdeburg
%E2%82%AC2_commemorative_coins	Cereal
%E2%82%AC2_commemorative_coins	Christopher_Columbus
%E2%82%AC2_commemorative_coins	Cologne
%E2%82%AC2_commemorative_coins	Comet
%E2%82%AC2_commemorative_coins	Dresden
%E2%82%AC2_commemorative_coins	European_Union
%E2%82%AC2_commemorative_coins	Finland
%E2%82%AC2_commemorative_coins	France
%E2%82%AC2_commemorative_coins	Galileo_Galilei
%E2%82%AC2_commemorative_coins	Germany
%E2%82%AC2_commemorative_coins	Greece
%E2%82%AC2_commemorative_coins	Hamburg
%E2%82%AC2_commemorative_coins	Harold_Macmillan
%E2%82%AC2_commemorative_coins	Heraldry
%E2%82%AC2_commemorative_coins	History
%E2%82%AC2_commemorative_coins	Ireland
%E2%82%AC2_commemorative_coins	Italy
%E2%82%AC2_commemorative_coins	Luxembourg
%E2%82%AC2_commemorative_coins	Maize
%E2%82%AC2_commemorative_coins	Miguel_de_Cervantes
%E2%82%AC2_commemorative_coins	Monaco
%E2%82%AC2_commemorative_coins	Munich
%E2%82%AC2_commemorative_coins	Netherlands
%E2%82%AC2_commemorative_coins	Numismatics
%E2%82%AC2_commemorative_coins	Nutrition
%E2%82%AC2_commemorative_coins	Pope_John_Paul_II
%E2%82%AC2_commemorative_coins	Portugal
%E2%82%AC2_commemorative_coins	Rice
%E2%82%AC2_commemorative_coins	San_Marino
%E2%82%AC2_commemorative_coins	Sanssouci
%E2%82%AC2_commemorative_coins	Soviet_Union
%E2%82%AC2_commemorative_coins	Spain
%E2%82%AC2_commemorative_coins	Suffrage
%E2%82%AC2_commemorative_coins	Turin
%E2%82%AC2_commemorative_coins	United_Kingdom
%E2%82%AC2_commemorative_coins	United_Nations
%E2%82%AC2_commemorative_coins	United_States
%E2%82%AC2_commemorative_coins	Vatican_City
%E2%82%AC2_commemorative_coins	Wheat
%E2%82%AC2_commemorative_coins	Zeus
International_Red_Cross_and_Red_Crescent_Movement	Jew
International_Red_Cross_and_Red_Crescent_Movement	Kazakhstan
International_Red_Cross_and_Red_Crescent_Movement	Korea
International_Red_Cross_and_Red_Crescent_Movement	League_of_Nations
International_Red_Cross_and_Red_Crescent_Movement	London
International_Red_Cross_and_Red_Crescent_Movement	Malaysia
International_Red_Cross_and_Red_Crescent_Movement	Mauthausen-Gusen_concentration_camp
International_Red_Cross_and_Red_Crescent_Movement	Mexico
International_Red_Cross_and_Red_Crescent_Movement	Nationality
International_Red_Cross_and_Red_Crescent_Movement	Nazism
International_Red_Cross_and_Red_Crescent_Movement	Netherlands
International_Red_Cross_and_Red_Crescent_Movement	New_Zealand
International_Red_Cross_and_Red_Crescent_Movement	Nigeria
International_Red_Cross_and_Red_Crescent_Movement	Nobel_Peace_Prize
International_Red_Cross_and_Red_Crescent_Movement	North_America
International_Red_Cross_and_Red_Crescent_Movement	Norway
International_Red_Cross_and_Red_Crescent_Movement	Ottoman_Empire
International_Red_Cross_and_Red_Crescent_Movement	Pakistan
International_Red_Cross_and_Red_Crescent_Movement	Persian_Empire
International_Red_Cross_and_Red_Crescent_Movement	Peru
International_Red_Cross_and_Red_Crescent_Movement	Poland
International_Red_Cross_and_Red_Crescent_Movement	Politics
International_Red_Cross_and_Red_Crescent_Movement	Portugal
International_Red_Cross_and_Red_Crescent_Movement	Race
International_Red_Cross_and_Red_Crescent_Movement	Religion
International_Red_Cross_and_Red_Crescent_Movement	Republic_of_China
International_Red_Cross_and_Red_Crescent_Movement	Russia
International_Red_Cross_and_Red_Crescent_Movement	Sarajevo
International_Red_Cross_and_Red_Crescent_Movement	South_America
International_Red_Cross_and_Red_Crescent_Movement	Soviet_Union
International_Red_Cross_and_Red_Crescent_Movement	Spain
International_Red_Cross_and_Red_Crescent_Movement	Sri_Lanka
International_Red_Cross_and_Red_Crescent_Movement	Swastika
International_Red_Cross_and_Red_Crescent_Movement	Sweden
International_Red_Cross_and_Red_Crescent_Movement	Switzerland
International_Red_Cross_and_Red_Crescent_Movement	The_Hague
International_Red_Cross_and_Red_Crescent_Movement	The_Holocaust
International_Red_Cross_and_Red_Crescent_Movement	Turkey
International_Red_Cross_and_Red_Crescent_Movement	Tuvalu
International_Red_Cross_and_Red_Crescent_Movement	United_States
International_Red_Cross_and_Red_Crescent_Movement	Uruguay
International_Red_Cross_and_Red_Crescent_Movement	Venezuela
International_Red_Cross_and_Red_Crescent_Movement	Vienna
International_Red_Cross_and_Red_Crescent_Movement	World_War_I
International_Red_Cross_and_Red_Crescent_Movement	World_War_II
International_Red_Cross_and_Red_Crescent_Movement	Yugoslavia
International_Space_Station	Brazil
International_Space_Station	Canada
International_Space_Station	Cold_War
International_Space_Station	Earth
International_Space_Station	Euro
International_Space_Station	Europe
International_Space_Station	European_Space_Agency
International_Space_Station	Houston%2C_Texas
International_Space_Station	Italy
International_Space_Station	Japan
International_Space_Station	Kazakhstan
International_Space_Station	Mir
International_Space_Station	Russia
International_Space_Station	Soviet_Union
International_Space_Station	Space_Shuttle_Columbia
International_Space_Station	Space_Shuttle_Columbia_disaster
International_Space_Station	Space_Shuttle_Endeavour
International_Space_Station	Space_Shuttle_program
International_Space_Station	Space_station
International_Space_Station	United_States
International_Space_Station	United_States_dollar
International_Space_Station	Volt
International_human_rights_instruments	Convention_on_the_Rights_of_the_Child
International_human_rights_instruments	Human_rights
International_human_rights_instruments	United_Nations
International_law	Civil_society
International_law	Consumer_protection
International_law	European_Parliament
International_law	European_Union
International_law	Law
International_law	League_of_Nations
International_law	Police
International_law	Treaty_of_Versailles
International_law	United_Nations
International_law	War
International_law	World_Health_Organization
International_law	World_Trade_Organization
International_law	World_War_II
Internet	Accountancy
Internet	Advertising
Internet	Asia
Internet	Brazil
Internet	Chicago
Internet	Chinese_language
Internet	Cloud
Internet	Compact_Disc
Internet	Copper
Internet	English_language
Internet	Europe
Internet	France
Internet	French_language
Internet	German_language
Internet	Information
Internet	Iran
Internet	Latin_alphabet
Internet	Library
Internet	Linux
Internet	London
Internet	Microsoft
Internet	Music
Internet	North_America
Internet	OpenOffice.org
Internet	Optical_fiber
Internet	People%27s_Republic_of_China
Internet	Spanish_language
Internet	Switzerland
Internet	Tim_Berners-Lee
Internet	Toronto
Internet	United_States
Internet	Vienna
Internet	World_Wide_Web
Internet_Explorer	Bill_Gates
Internet_Explorer	Biodiversity
Internet_Explorer	Microsoft
Internet_Explorer	Microsoft_Windows
Internet_Explorer	Mozilla_Firefox
Internet_Explorer	Phishing
Internet_Explorer	RSS_%28file_format%29
Internet_Explorer	Spyware
Internet_Explorer	Wikipedia
Internet_Explorer	Windows_2000
Internet_Explorer	Windows_Vista
Internet_Explorer	Windows_XP
Internet_Explorer	X_Window_System
Interpol	Afghanistan
Interpol	Albania
Interpol	Algeria
Interpol	Andorra
Interpol	Angola
Interpol	Anschluss
Interpol	Antigua_and_Barbuda
Interpol	Argentina
Interpol	Armenia
Interpol	Aruba
Interpol	Australia
Interpol	Austria
Interpol	Azerbaijan
Interpol	Bahrain
Interpol	Bangladesh
Interpol	Barbados
Interpol	Belarus
Interpol	Belgium
Interpol	Belize
Interpol	Benin
Interpol	Bolivia
Interpol	Bosnia_and_Herzegovina
Interpol	Botswana
Interpol	Brazil
Interpol	Brunei
Interpol	Bulgaria
Interpol	Burkina_Faso
Interpol	Burundi
Interpol	C%C3%B4te_d%27Ivoire
Interpol	Cambodia
Interpol	Cameroon
Interpol	Canada
Interpol	Cape_Verde
Interpol	Central_African_Republic
Interpol	Chad
Interpol	Chile
Interpol	Colombia
Interpol	Comoros
Interpol	Costa_Rica
Interpol	Croatia
Interpol	Cuba
Interpol	Cyprus
Interpol	Czech_Republic
Interpol	Denmark
Interpol	Djibouti
Interpol	Dominica
Interpol	Dominican_Republic
Interpol	East_Timor
Interpol	Ecuador
Interpol	Egypt
Interpol	El_Salvador
Interpol	Equatorial_Guinea
Interpol	Eritrea
Interpol	Estonia
Interpol	Ethiopia
Interpol	FIFA
Interpol	Fiji
Interpol	Finland
Interpol	France
Interpol	Gabon
Interpol	Georgia_%28country%29
Interpol	Germany
Interpol	Ghana
Interpol	Greece
Interpol	Grenada
Interpol	Guatemala
Interpol	Guinea
Interpol	Guyana
Interpol	Haiti
Interpol	Honduras
Interpol	Hong_Kong
Interpol	Hungary
Interpol	Iceland
Interpol	India
Interpol	Indonesia
Interpol	Iran
Interpol	Iraq
Interpol	Israel
Interpol	Italy
Interpol	Jamaica
Interpol	Japan
Interpol	Jordan
Interpol	Kazakhstan
Interpol	Kenya
Interpol	Kuwait
Interpol	Kyrgyzstan
Interpol	Laos
Interpol	Latvia
Interpol	Lebanon
Interpol	Lesotho
Interpol	Liberia
Interpol	Libya
Interpol	Liechtenstein
Interpol	Lithuania
Interpol	Luxembourg
Interpol	Lyon
Interpol	Macau
Interpol	Madagascar
Interpol	Malawi
Interpol	Malaysia
Interpol	Maldives
Interpol	Mali
Interpol	Malta
Interpol	Marshall_Islands
Interpol	Mauritania
Interpol	Mauritius
Interpol	Mexico
Interpol	Moldova
Interpol	Monaco
Interpol	Mongolia
Interpol	Montenegro
Interpol	Morocco
Interpol	Mozambique
Interpol	Myanmar
Interpol	Namibia
Interpol	Nauru
Interpol	Nazi_Germany
Interpol	Nepal
Interpol	Netherlands
Interpol	Netherlands_Antilles
Interpol	New_Zealand
Interpol	Nicaragua
Interpol	Niger
Interpol	Nigeria
Interpol	Norway
Interpol	Oman
Interpol	Pakistan
Interpol	Panama
Interpol	Papua_New_Guinea
Interpol	Paraguay
Interpol	Paris
Interpol	People%27s_Republic_of_China
Interpol	Peru
Interpol	Philippines
Interpol	Poland
Interpol	Portugal
Interpol	Qatar
Interpol	Republic_of_Ireland
Interpol	Republic_of_Macedonia
Interpol	Republic_of_the_Congo
Interpol	Romania
Interpol	Russia
Interpol	Rwanda
Interpol	S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe
Interpol	Saint_Kitts_and_Nevis
Interpol	Saint_Vincent_and_the_Grenadines
Interpol	San_Marino
Interpol	Saudi_Arabia
Interpol	Senegal
Interpol	Serbia
Interpol	Seychelles
Interpol	Sierra_Leone
Interpol	Singapore
Interpol	Slovakia
Interpol	Slovenia
Interpol	Somalia
Interpol	South_Africa
Interpol	Spain
Interpol	Sri_Lanka
Interpol	Star_Trek
Interpol	Sudan
Interpol	Suriname
Interpol	Swaziland
Interpol	Sweden
Interpol	Switzerland
Interpol	Syria
Interpol	Tajikistan
Interpol	Tanzania
Interpol	Terrorism
Interpol	Thailand
Interpol	The_Bahamas
Interpol	The_Gambia
Interpol	Togo
Interpol	Tonga
Interpol	Trinidad_and_Tobago
Interpol	Tunisia
Interpol	Turkey
Interpol	Turkmenistan
Interpol	Uganda
Interpol	Ukraine
Interpol	United_Arab_Emirates
Interpol	United_Kingdom
Interpol	United_Nations
Interpol	United_States
Interpol	Uruguay
Interpol	Uzbekistan
Interpol	Venezuela
Interpol	Vietnam
Interpol	Yemen
Interpol	Zambia
Interpol	Zimbabwe
Introduction_to_special_relativity	Luminiferous_aether
Introduction_to_special_relativity	Pythagorean_theorem
Introduction_to_special_relativity	Special_relativity
Introduction_to_special_relativity	Speed_of_light
Invasion	Afghanistan
Invasion	Africa
Invasion	Aircraft
Invasion	Alexander_the_Great
Invasion	American_Revolutionary_War
Invasion	Archaeology
Invasion	Baghdad
Invasion	Battle_of_Hastings
Invasion	Battle_of_Marathon
Invasion	Battle_of_Moscow
Invasion	Battle_of_Normandy
Invasion	Battle_of_Stalingrad
Invasion	Beijing
Invasion	Blitzkrieg
Invasion	City
Invasion	Communication
Invasion	Crusades
Invasion	Economics
Invasion	England
Invasion	Erwin_Rommel
Invasion	Europe
Invasion	France
Invasion	Gold
Invasion	Government
Invasion	Great_Wall_of_China
Invasion	Hadrian%27s_Wall
Invasion	Hanoi
Invasion	Hern%C3%A1n_Cort%C3%A9s
Invasion	Horatio_Nelson%2C_1st_Viscount_Nelson
Invasion	India
Invasion	Japan
Invasion	Mesopotamia
Invasion	Middle_East
Invasion	Military_dictatorship
Invasion	Mongol_Empire
Invasion	Moscow
Invasion	Muhammad
Invasion	Napoleon_I_of_France
Invasion	Nazi_Germany
Invasion	Norman_conquest_of_England
Invasion	Oppression
Invasion	Petroleum
Invasion	Philosophy
Invasion	Poland
Invasion	Propaganda
Invasion	Radio
Invasion	Religion
Invasion	River
Invasion	Roman_Catholic_Church
Invasion	Russia
Invasion	Scramble_for_Africa
Invasion	Siege
Invasion	Silver
Invasion	Slavery
Invasion	Soviet_Union
Invasion	Technology
Invasion	Transport
Invasion	Trench_warfare
Invasion	United_Kingdom
Invasion	United_States
Invasion	War
Invasion	Weapon
Invasion	Winter
Invasion	World_War_II
Invasion_of_Grenada	Antigua_and_Barbuda
Invasion_of_Grenada	Barbados
Invasion_of_Grenada	Bolivia
Invasion_of_Grenada	British_House_of_Commons
Invasion_of_Grenada	Canada
Invasion_of_Grenada	Cold_War
Invasion_of_Grenada	Cuba
Invasion_of_Grenada	Dominica
Invasion_of_Grenada	Grenada
Invasion_of_Grenada	Invasion
Invasion_of_Grenada	Jamaica
Invasion_of_Grenada	La_Paz
Invasion_of_Grenada	Margaret_Thatcher
Invasion_of_Grenada	Mexico_City
Invasion_of_Grenada	Parliament_of_the_United_Kingdom
Invasion_of_Grenada	President_of_the_United_States
Invasion_of_Grenada	Prime_Minister_of_the_United_Kingdom
Invasion_of_Grenada	Ronald_Reagan
Invasion_of_Grenada	Saint_Lucia
Invasion_of_Grenada	Saint_Vincent_and_the_Grenadines
Invasion_of_Grenada	Soviet_Union
Invasion_of_Grenada	United_Kingdom
Invasion_of_Grenada	United_States
Invasion_of_Grenada	Vietnam_War
Invasive_species	Agriculture
Invasive_species	Australia
Invasive_species	Black-winged_Stilt
Invasive_species	Blue_Wildebeest
Invasive_species	Carcinus_maenas
Invasive_species	Cattle
Invasive_species	Citrus
Invasive_species	Climate_change
Invasive_species	Evolution
Invasive_species	Fishing
Invasive_species	Gardening
Invasive_species	Giraffe
Invasive_species	Guam
Invasive_species	HIV
Invasive_species	Israel
Invasive_species	Madagascar
Invasive_species	New_Zealand
Invasive_species	Pollution
Invasive_species	South_Africa
Invasive_species	United_States
Invertebrate	Animal
Invertebrate	Arthropod
Invertebrate	Bird
Invertebrate	Carolus_Linnaeus
Invertebrate	Chordate
Invertebrate	Fish
Invertebrate	Insect
Invertebrate	Mammal
Invertebrate	Reptile
Invertebrate	Vertebrate
Investment_banking	Corporate_finance
Investment_banking	Corporation
Investment_banking	Finance
Investment_banking	Stock
Investment_banking	United_Kingdom
Investment_banking	United_States
Iodine	Acetic_acid
Iodine	Ammonia
Iodine	Astatine
Iodine	Benzene
Iodine	Bromine
Iodine	California
Iodine	Cancer
Iodine	Chemical_element
Iodine	Chlorine
Iodine	Color
Iodine	Day
Iodine	Earth%27s_atmosphere
Iodine	Electron
Iodine	Ethanol
Iodine	Eye
Iodine	Humphry_Davy
Iodine	Krypton
Iodine	List_of_elements_by_name
Iodine	Magnetism
Iodine	Medicine
Iodine	Napoleonic_Wars
Iodine	Neutron
Iodine	Nuclear_fission
Iodine	Organism
Iodine	Periodic_table
Iodine	Phase_%28matter%29
Iodine	Photography
Iodine	Plutonium
Iodine	Potassium
Iodine	Potassium_iodide
Iodine	Seawater
Iodine	Sodium
Iodine	Sodium_hydroxide
Iodine	Solar_System
Iodine	Sulfuric_acid
Iodine	Tellurium
Iodine	Tungsten
Iodine	Uranium
Iodine	Xenon
Iowa_class_battleship	Panama_Canal
Iowa_class_battleship	USS_Wisconsin_%28BB-64%29
Iowa_class_battleship	Volleyball
Iowa_class_battleship	World_War_II
Ipswich	Charles_Dickens
Ipswich	Coronation_Street
Ipswich	England
Ipswich	Europe
Ipswich	Football_%28soccer%29
Ipswich	Formula_One
Ipswich	Henry_VIII_of_England
Ipswich	Horatio_Nelson%2C_1st_Viscount_Nelson
Ipswich	Iron_Age
Ipswich	Jersey
Ipswich	Jewellery
Ipswich	John_Constable
Ipswich	Liberal_Democrats
Ipswich	London
Ipswich	North_Sea
Ipswich	Norwich
Ipswich	Oxford
Ipswich	Roman_Britain
Ipswich	Roman_Empire
Ipswich	Stone_Age
Ipswich	Sugar_beet
Ipswich	Thomas_Gainsborough
Ipswich	United_Kingdom
Ipswich	University
Ipswich	Weapon
Iran	10th_century
Iran	20th_century
Iran	4th_century
Iran	5th_century
Iran	9th_century
Iran	Afghanistan
Iran	Agriculture
Iran	Alcohol
Iran	Algebra
Iran	Architecture
Iran	Armenia
Iran	Art
Iran	Astronomy
Iran	Australia
Iran	Autocracy
Iran	Automobile
Iran	Azerbaijan
Iran	Baghdad
Iran	Bah%C3%A1%27%C3%AD_Faith
Iran	Bahrain
Iran	Biotechnology
Iran	Boeing_747
Iran	British_Empire
Iran	Business
Iran	Caspian_Sea
Iran	China
Iran	Christianity
Iran	Climate
Iran	Cuba
Iran	Currency
Iran	Cyrus_the_Great
Iran	Dam
Iran	Desert
Iran	Drought
Iran	Egypt
Iran	Electronics
Iran	Euphrates
Iran	Europe
Iran	European_Union
Iran	Flower
Iran	France
Iran	Germany
Iran	Human_rights
Iran	India
Iran	Industry
Iran	Internet
Iran	Iranian_peoples
Iran	Iraq
Iran	Irrigation
Iran	Islam
Iran	Islamic_republic
Iran	Italy
Iran	Japan
Iran	Jimmy_Carter
Iran	Jordan
Iran	Judaism
Iran	Kazakhstan
Iran	Kuwait
Iran	Lebanon
Iran	Libya
Iran	List_of_countries_by_system_of_government
Iran	Manufacturing
Iran	Mathematics
Iran	Medicine
Iran	Mesopotamia
Iran	Middle_Ages
Iran	Middle_East
Iran	Multiple_sclerosis
Iran	Music
Iran	Natural_gas
Iran	Nature
Iran	North_America
Iran	North_Korea
Iran	Oman
Iran	Pakistan
Iran	People%27s_Republic_of_China
Iran	Persian_Empire
Iran	Persian_Gulf
Iran	Petroleum
Iran	Philosophy
Iran	Poetry
Iran	President_of_the_United_States
Iran	Qatar
Iran	Qur%27an
Iran	Rail_transport
Iran	Reza_Shah
Iran	Roman_Empire
Iran	Russia
Iran	Saudi_Arabia
Iran	South_Africa
Iran	South_America
Iran	South_Korea
Iran	Spain
Iran	Sugar
Iran	Syria
Iran	Tehran
Iran	Time_zone
Iran	Turkey
Iran	Turkmenistan
Iran	United_Arab_Emirates
Iran	United_Kingdom
Iran	United_Nations
Iran	United_States
Iran	Venezuela
Iran	Weapon
Iran	World_Health_Organization
Iran	World_War_II
Iran	Zoroaster
Iranian_peoples	Afghanistan
Iranian_peoples	Alexander_the_Great
Iranian_peoples	Ancient_Rome
Iranian_peoples	Aral_Sea
Iranian_peoples	Atheism
Iranian_peoples	Azerbaijan
Iranian_peoples	Azerbaijani_people
Iranian_peoples	Babylonia
Iranian_peoples	Bah%C3%A1%27%C3%AD_Faith
Iranian_peoples	Behistun_Inscription
Iranian_peoples	Black_Sea
Iranian_peoples	Bronze_Age
Iranian_peoples	Buddhism
Iranian_peoples	Byzantine_Empire
Iranian_peoples	Christianity
Iranian_peoples	DNA
Iranian_peoples	Damascus
Iranian_peoples	Dutch_language
Iranian_peoples	English_language
Iranian_peoples	Ethnic_group
Iranian_peoples	German_language
Iranian_peoples	Herodotus
Iranian_peoples	History_of_Central_Asia
Iranian_peoples	India
Iranian_peoples	Indus_River
Iranian_peoples	Iran
Iranian_peoples	Iraq
Iranian_peoples	Islam
Iranian_peoples	Israel
Iranian_peoples	Jew
Iranian_peoples	Judaism
Iranian_peoples	Middle_East
Iranian_peoples	Multiculturalism
Iranian_peoples	Nationalism
Iranian_peoples	North_Africa
Iranian_peoples	Ottoman_Empire
Iranian_peoples	Pakistan
Iranian_peoples	Pashtun_people
Iranian_peoples	Persian_Empire
Iranian_peoples	Roman_Britain
Iranian_peoples	Roman_Empire
Iranian_peoples	Russia
Iranian_peoples	Saladin
Iranian_peoples	Sassanid_Empire
Iranian_peoples	Soviet_Union
Iranian_peoples	Sumer
Iranian_peoples	Syria
Iranian_peoples	Tajikistan
Iranian_peoples	Tigris
Iranian_peoples	Turkey
Iranian_peoples	Ukraine
Iranian_peoples	University_of_Cambridge
Iranian_peoples	Uzbekistan
Iranian_peoples	Zoroaster
Iraq	7th_century
Iraq	Abbasid
Iraq	Alexander_the_Great
Iraq	Arabic_language
Iraq	Assyria
Iraq	Baghdad
Iraq	Bah%C3%A1%27%C3%AD_Faith
Iraq	California
Iraq	Civilization
Iraq	Climate
Iraq	Code_of_Hammurabi
Iraq	Country
Iraq	Currency
Iraq	Cyrus_the_Great
Iraq	Damascus
Iraq	Desert
Iraq	English_language
Iraq	Euphrates
Iraq	Germany
Iraq	Hammurabi
Iraq	Hellenistic_Greece
Iraq	Iran
Iraq	Iranian_peoples
Iraq	Islam
Iraq	Jordan
Iraq	Kuwait
Iraq	Law
Iraq	League_of_Nations
Iraq	List_of_countries_by_system_of_government
Iraq	Mathematics
Iraq	Mesopotamia
Iraq	Morocco
Iraq	Nazi_Germany
Iraq	Ottoman_Empire
Iraq	Paraguay
Iraq	Persian_Empire
Iraq	Persian_Gulf
Iraq	Petroleum
Iraq	Philosophy
Iraq	Saudi_Arabia
Iraq	Science
Iraq	Soviet_Union
Iraq	Sumer
Iraq	Syria
Iraq	Tigris
Iraq	Time_zone
Iraq	Turkey
Iraq	United_Kingdom
Iraq	United_Nations
Iraq	World_War_I
Iraq	Writing
Iraq_War	Aircraft_carrier
Iraq_War	Albania
Iraq_War	Armenia
Iraq_War	Australia
Iraq_War	Azerbaijan
Iraq_War	BBC
Iraq_War	Bosnia_and_Herzegovina
Iraq_War	Bulgaria
Iraq_War	Canada
Iraq_War	Czech_Republic
Iraq_War	Democracy
Iraq_War	Denmark
Iraq_War	Dominican_Republic
Iraq_War	El_Salvador
Iraq_War	Estonia
Iraq_War	Fiji
Iraq_War	George_W._Bush
Iraq_War	Georgia_%28country%29
Iraq_War	Germany
Iraq_War	Honduras
Iraq_War	Human_rights
Iraq_War	Hungary
Iraq_War	Iceland
Iraq_War	Iran
Iraq_War	Iraq
Iraq_War	Italy
Iraq_War	Japan
Iraq_War	Kazakhstan
Iraq_War	Latvia
Iraq_War	Lithuania
Iraq_War	Middle_East
Iraq_War	Moldova
Iraq_War	Mongolia
Iraq_War	Netherlands
Iraq_War	New_Zealand
Iraq_War	Nicaragua
Iraq_War	Norway
Iraq_War	Persian_Gulf
Iraq_War	Philippines
Iraq_War	Poland
Iraq_War	Portugal
Iraq_War	Romania
Iraq_War	Singapore
Iraq_War	Slovakia
Iraq_War	South_Korea
Iraq_War	Spain
Iraq_War	Sub-Saharan_Africa
Iraq_War	Sudan
Iraq_War	Syria
Iraq_War	Terrorism
Iraq_War	Thailand
Iraq_War	Tonga
Iraq_War	Tony_Blair
Iraq_War	Ukraine
Iraq_War	United_Kingdom
Iraq_War	United_States
Iraq_War	Wheat
Iraq_and_weapons_of_mass_destruction	Austria
Iraq_and_weapons_of_mass_destruction	Baghdad
Iraq_and_weapons_of_mass_destruction	Bill_Clinton
Iraq_and_weapons_of_mass_destruction	China
Iraq_and_weapons_of_mass_destruction	Cholera
Iraq_and_weapons_of_mass_destruction	Condoleezza_Rice
Iraq_and_weapons_of_mass_destruction	Egypt
Iraq_and_weapons_of_mass_destruction	France
Iraq_and_weapons_of_mass_destruction	George_W._Bush
Iraq_and_weapons_of_mass_destruction	Government
Iraq_and_weapons_of_mass_destruction	India
Iraq_and_weapons_of_mass_destruction	Iran
Iraq_and_weapons_of_mass_destruction	Iraq
Iraq_and_weapons_of_mass_destruction	Israel
Iraq_and_weapons_of_mass_destruction	Italy
Iraq_and_weapons_of_mass_destruction	Kofi_Annan
Iraq_and_weapons_of_mass_destruction	Kuwait
Iraq_and_weapons_of_mass_destruction	Lebanon
Iraq_and_weapons_of_mass_destruction	Luxembourg
Iraq_and_weapons_of_mass_destruction	Mineral
Iraq_and_weapons_of_mass_destruction	Niger
Iraq_and_weapons_of_mass_destruction	Nuclear_weapon
Iraq_and_weapons_of_mass_destruction	Portugal
Iraq_and_weapons_of_mass_destruction	Protein
Iraq_and_weapons_of_mass_destruction	Saudi_Arabia
Iraq_and_weapons_of_mass_destruction	Singapore
Iraq_and_weapons_of_mass_destruction	Smallpox
